text,font_size,font_name,is_bold,page_number,x_position,y_position,word_count,char_count,is_all_caps,relative_font_size,starts_with_number,font_size_diff_prev,is_prev_line_blank,font_size_diff_next,is_next_line_blank,label
measurable and aligned with our core objectives of innovation and market leadership.,10.0,Helvetica,0,6,78.0,519.25,12,84,0,1.0,0,0.0,0,0.0,0,Body
Detailed Sub-Section #04844,12.0,Helvetica-Bold,1,8,78.0,101.16000366210938,3,27,0,1.2,0,-2.0,0,2.0,0,Body
Table 8 provides a granular view of the,10.0,Helvetica,0,5,78.0,614.25,8,39,0,1.0,0,0.0,0,0.0,0,Body
• Hyperparameter ranges specified in supplemental table.,12.0,Helvetica,0,33,78.0,224.10000610351562,7,56,0,1.0,0,0.0,0,0.0,0,Body
"Think about your favorite leader.  Now, feel how he speaks, walks and eats.  In your",12.0,TimesNewRomanPSMT,0,77,79.91270446777344,327.87945556640625,15,84,0,1.0,0,0.0,0,0.0,0,Body
Memory protection is required to protect Operating System from the user processes and user,12.0,Times New Roman,0,74,59.06399917602539,256.7139892578125,14,90,0,1.0,0,0.0,0,0.0,0,Body
WRAP-UP,7.919999599456787,ArialNarrow-Bold,1,69,523.542236328125,44.42106628417969,1,7,1,0.75,0,0.0,1,-7.200000286102295,1,H1
2.1.1 Sectionthe model takes a lot of time 062,16.0,Helvetica-Oblique,0,5,78.0,308.8800048828125,9,46,0,1.333,1,-2.0,0,4.0,0,H3
• Hyperparameter ranges specified in supplemental table.,12.0,Helvetica,0,41,78.0,137.10000610351562,7,56,0,1.0,0,0.0,0,0.0,0,Body
1.2.1 Sectionthe model accuracy is 99% 018,16.0,Helvetica-Oblique,0,3,78.0,660.8800048828125,7,42,0,1.333,1,-2.0,0,0.0,1,H3
learning rates. (paragraph 135),12.0,Helvetica,0,16,78.0,239.10000610351562,4,31,0,1.0,0,0.0,0,0.0,0,Body
"Optimal Diagnostic Criteria, Investigations, Treatment & Referral Criteria",11.98864459991455,Calibri-Bold,1,14,72.0,492.8399963378906,8,74,0,1.0,0,0.0,0,0.0,1,H2
Endowment,10.0,Helvetica,0,23,171.60000610351562,302.25,1,9,0,1.0,0,0.0,0,0.0,0,Body
contributing factors.,10.0,Helvetica,0,3,324.0,313.25,2,21,0,1.0,0,0.0,0,0.0,0,Body
Complicated alcohol withdrawal,11.98864459991455,Calibri-Light,0,24,72.0,407.6400146484375,3,30,0,1.0,0,0.0,1,0.0,0,H2
Conversion of ER-diagram to relational database,12.0,TimesNewRomanPS-BoldMT,1,30,90.0,552.552001953125,6,47,0,1.333,0,3.0,1,0.0,0,H1
TOTAL ANNUAL,10.0,Helvetica,0,12,160.21499633789062,603.25,2,12,1,1.0,0,0.0,0,0.0,0,Body
Body fill paragraph,12.0,Helvetica,0,14,78.0,435.1000061035156,3,19,0,1.0,0,-1.0,0,-1.0,0,Body
Top Level Section i love this work 095,20.0,Helvetica-Bold,1,2,78.0,222.60000610351562,8,38,0,1.667,0,8.0,0,0.0,1,H1
Ethical Frameworks in Practice,20.0,Helvetica,0,2,78.0,258.5,4,30,0,1.667,0,8.0,0,0.0,1,H1
ACUTE RESPIRATORY FAILURE,11.98864459991455,TimesNewRomanPS-BoldMT,1,20,211.1999969482422,72.10662841796875,3,25,1,0.862,0,0.0,1,0.0,0,H1
optimize dataset suitability. (paragraph 83),12.0,Helvetica,0,19,78.0,335.1000061035156,5,44,0,1.0,0,0.0,0,0.0,0,Body
Action Item 11490: Review and approve the quarterly budget allocation for the specified,10.0,Helvetica,0,18,114.0,115.25,13,87,0,1.0,0,-2.0,0,0.0,0,Body
1.1 Major Subsection i love this work 016,18.0,Helvetica-BoldOblique,1,3,78.0,268.6860046386719,8,41,0,1.5,1,6.0,0,2.0,0,H2
Introduction:,12.0,TimesNewRomanPS-BoldMT,1,2,90.0,290.11199951171875,1,13,0,1.0,0,0.0,0,0.0,0,H1
Employer and Employee Relation,12.0,"Times New Roman,Bold",1,142,72.02400207519531,616.7019653320312,4,30,0,1.0,0,0.0,1,0.0,0,H2
v – u,10.078999519348145,Bookman-LightItalic,0,6,104.88008880615234,223.80955505371094,3,5,0,0.96,0,-0.42100048065185547,0,0.0,0,Body
• Synthetic data generation improved class balance.,12.0,Helvetica,0,18,78.0,647.0999755859375,7,51,0,1.0,0,0.0,0,0.0,0,Body
20. GUIDELINES FOR CONDUCTING ROLE PLAYS,12.0,Gotham-Medium,0,40,34.01570129394531,393.3002014160156,6,40,1,1.412,1,3.5,1,3.5,1,Body
Delete Statement,11.039999961853027,"Calibri,Bold",1,64,72.02400207519531,245.93002319335938,2,16,0,1.0,0,0.0,0,0.0,0,H2
• Investing in research and development for,10.0,Helvetica,0,37,78.0,91.25,7,43,0,1.0,0,0.0,1,0.0,0,Body
1.1 Major Subsection Example Heading Number 043,18.0,Helvetica-BoldOblique,1,3,78.0,268.6860046386719,7,47,0,1.5,1,6.0,0,2.0,0,H2
Detailed Sub-Section #36417,12.0,Helvetica-Bold,1,5,78.0,349.1600036621094,3,27,0,1.2,0,2.0,0,0.0,0,H3
+3.0%,10.0,Helvetica,0,1,508.2850341796875,219.25,1,5,0,1.0,0,0.0,0,0.0,0,Body
Body fill paragraph.,12.0,Helvetica,0,41,78.0,167.10000610351562,3,20,0,1.0,0,0.0,0,0.0,0,Body
• Hyperparameter ranges specified in supplemental table.,12.0,Helvetica,0,22,78.0,493.1000061035156,7,56,0,1.0,0,0.0,0,0.0,0,Body
1.2.1 Sectional Dataset Imbalance Resolution,13.0,Helvetica,0,5,78.0,374.0249938964844,5,44,0,1.083,1,1.0,0,1.0,0,H5
campaigns and strategic partnerships.,10.0,Helvetica,0,4,324.0,207.25,4,37,0,1.0,0,0.0,0,2.0,0,Body
Table 3: A summary of key performance indicators.,8.0,Helvetica-BoldOblique,1,4,337.8599853515625,243.41600036621094,8,49,0,0.8,0,-2.0,0,-2.0,0,Body
Action Item 73624: Review and approve the quarterly budget allocation for the specified,10.0,Helvetica,0,7,114.0,233.25,13,87,0,1.0,0,-2.0,0,0.0,0,Body
This briefing details our year-over-year growth,10.0,Helvetica,0,1,324.0,589.25,6,47,0,1.0,0,0.0,0,0.0,0,Body
Support for Real-Time Analytics,20.0,Helvetica,0,2,78.0,168.5,4,31,0,1.667,0,8.0,0,0.0,1,H1
This briefing details our year-over-year growth,10.0,Helvetica,0,31,324.0,307.25,6,47,0,1.0,0,0.0,0,0.0,0,Body
"tion to facilitate understanding of a learning concept. For example, a",9.119999885559082,ArialMT,0,114,239.27049255371094,430.2144775390625,11,70,0,1.0,0,0.0,0,0.0,0,Body
84.2%,10.0,Helvetica,0,3,454.4250183105469,428.25,1,5,0,1.0,1,0.0,0,0.0,0,Body
Blood culture,11.98864459991455,TimesNewRomanPSMT,0,72,238.32000732421875,410.7239990234375,2,13,0,1.0,0,0.0,0,0.0,0,Body
Failure Cases and Debugging,20.0,Helvetica,0,2,78.0,108.5,4,27,0,1.667,0,8.0,0,0.0,1,H1
"No, Block: 2022-2025",10.0,Helvetica,0,1,402.0,305.25,3,20,0,1.0,0,0.0,0,0.0,1,Body
Libraries,10.0,Helvetica,0,22,178.8300018310547,167.25,1,9,0,1.0,0,0.0,0,0.0,0,Body
II. INCIDENCE OF THE CONDITION IN OUR COUNTRY,14.92019271850586,Calibri-Bold,1,24,97.91999816894531,89.03658294677734,8,45,1,1.324,0,0.0,1,3.650897979736328,0,H2
"This paragraph, number 97264, discusses the critical need for stakeholder engagement and synergistic",10.0,Helvetica,0,6,78.0,347.25,13,100,0,1.0,0,0.0,0,0.0,0,Body
1.1.1 Sectionthe model takes a lot of time 090,16.0,Helvetica-Oblique,0,3,78.0,212.8800048828125,9,46,0,1.333,1,-2.0,0,4.0,0,H3
"""Collaboration boosts project velocity and broadens perspectives.""",12.0,Helvetica,0,37,78.0,632.0999755859375,7,66,0,1.0,0,1.0,0,0.0,0,Body
Body fill paragraph,12.0,Helvetica,0,21,78.0,316.1000061035156,3,19,0,1.0,0,-6.0,0,-4.0,0,Body
Our findings in region 95 suggest a need for,10.0,Helvetica,0,5,324.0,252.25,9,44,0,1.0,0,0.0,0,0.0,0,Body
7.4.2 VELOCITY-TIME GRAPHS,14.0,"Garamond,Bold",1,8,59.99999237060547,466.21044921875,3,26,1,1.333,1,3.5,0,3.5,0,H2
Action Item 34701: Review and approve the quarterly budget allocation for the specified,10.0,Helvetica,0,15,114.0,577.25,13,87,0,1.0,0,-2.0,0,0.0,0,Body
2.2 Major Subsection Example Heading Number 032,18.0,Helvetica-BoldOblique,1,5,78.0,440.6860046386719,7,47,0,1.5,1,6.0,0,2.0,0,H2
Detailed Sub-Section #13307,12.0,Helvetica-Bold,1,10,78.0,101.16000366210938,3,27,0,1.2,0,-2.0,0,2.0,0,H3
1.2.1 Sectionthe model accuracy is 99% 016,16.0,Helvetica-Oblique,0,4,78.0,164.8800048828125,7,42,0,1.333,1,-2.0,0,4.0,0,H3
Top Level Section i love this work 020,20.0,Helvetica-Bold,1,3,78.0,662.5999755859375,8,38,0,1.667,0,8.0,0,0.0,1,H1
gains,10.0,Helvetica,0,20,78.0,215.25,1,5,0,1.0,0,0.0,0,0.0,0,Body
Key Project Milestones,20.0,Helvetica,0,2,78.0,288.5,3,22,0,1.667,0,8.0,0,0.0,1,H1
2.3.1 Sectioni am bored and fucked063,16.0,Helvetica-Oblique,0,6,78.0,248.8800048828125,6,37,0,1.333,1,-2.0,0,4.0,0,H3
d) Referral criteria:,13.072394371032715,Calibri-Bold,1,20,97.91999816894531,497.9146728515625,3,21,0,1.16,0,1.8030996322631836,1,1.8030996322631836,0,H5
measurable and aligned with our core objectives of innovation and market leadership.,10.0,Helvetica,0,17,78.0,323.25,12,84,0,1.0,0,0.0,0,0.0,0,Body
viii.,11.61771011352539,TimesNewRomanPS-BoldMT,1,59,152.16000366210938,478.2567138671875,1,5,0,0.969,0,-0.37093448638916016,0,-0.37093448638916016,0,Body
1.2.1 Sectionthe model takes a lot of time 045,16.0,Helvetica-Oblique,0,3,78.0,480.8800048828125,9,46,0,1.333,1,-2.0,0,4.0,0,H3
Action Item 72689: Review and approve the quarterly budget allocation for the specified,10.0,Helvetica,0,7,114.0,546.25,13,87,0,1.0,0,-2.0,0,0.0,0,Body
reveals opportunities for significant efficiency,10.0,Helvetica,0,9,324.0,584.25,5,48,0,1.0,0,0.0,0,0.0,0,Body
Admission Criteria,13.906794548034668,TimesNewRomanPS-BoldMT,1,9,126.23999786376953,606.5557250976562,2,18,0,1.16,0,1.9181499481201172,1,0.0,0,H4
project.,10.0,Helvetica,0,3,114.0,603.25,1,8,0,1.0,0,0.0,0,-2.0,0,Body
Longitudinal Analysis,20.0,Helvetica,0,2,78.0,138.5,2,21,0,1.667,0,8.0,0,0.0,1,H1
Endowment,10.0,Helvetica,0,11,171.60000610351562,161.25,1,9,0,1.0,0,0.0,0,0.0,0,Body
1.2 Major Subsectionthe model takes a lot of time 070,18.0,Helvetica-BoldOblique,1,3,78.0,440.6860046386719,10,53,0,1.5,1,6.0,0,2.0,0,H2
Data-119,10.0,Helvetica,0,7,325.635009765625,643.25,1,8,0,1.0,0,0.0,0,0.0,0,Body
Action Item 18514: Review and approve the quarterly budget allocation for the specified,10.0,Helvetica,0,7,114.0,613.25,13,87,0,1.0,0,-2.0,0,0.0,0,Body
Value B,10.0,Helvetica-Bold,1,25,450.260009765625,642.2999877929688,2,7,0,1.0,0,0.0,0,0.0,0,Body
Top Level Section i love this work 023,20.0,Helvetica-Bold,1,2,78.0,318.6000061035156,8,38,0,1.667,0,8.0,0,0.0,1,H1
8.,10.0,Helvetica,0,1,78.0,305.25,1,2,0,1.0,1,0.0,1,0.0,0,Body
Top Level Sectionboring is the new cool008,20.0,Helvetica-Bold,1,2,78.0,174.60000610351562,7,42,0,1.667,0,8.0,0,0.0,1,H1
markets.,10.0,Helvetica,0,28,78.0,412.25,1,8,0,1.0,0,0.0,0,0.0,0,Body
Body fill paragraph,12.0,Helvetica,0,27,78.0,677.0999755859375,3,19,0,1.0,0,-2.0,0,0.0,1,Body
steroid eye drops,11.269294738769531,Calibri,0,22,335.5199890136719,373.3800048828125,3,17,0,1.0,0,0.0,0,0.0,0,Body
SOFTWARE,12.0,"Cambria,Bold",1,28,57.624000549316406,519.1876220703125,1,8,1,1.0,0,0.0,1,0.0,0,H1
"This paragraph, number 37141, discusses the critical need for stakeholder engagement and synergistic",10.0,Helvetica,0,11,78.0,295.25,13,100,0,1.0,0,-2.0,0,0.0,0,Body
and,10.0,Helvetica,0,29,223.55247497558594,318.25,1,3,0,1.0,0,0.0,0,0.0,0,Body
Top Level Sectioni am bored and fucked064,20.0,Helvetica-Bold,1,2,78.0,174.60000610351562,7,41,0,1.667,0,8.0,0,0.0,1,H1
Body fill paragraph,12.0,Helvetica,0,27,78.0,167.10000610351562,3,19,0,1.0,0,0.0,0,0.0,0,Body
2.2.1 Section the next batch for pdfs headings 072,16.0,Helvetica-Oblique,0,5,78.0,660.8800048828125,9,50,0,1.333,1,-2.0,0,0.0,1,H3
strategic realignment. The data presented in,10.0,Helvetica,0,16,324.0,321.25,6,44,0,1.0,0,0.0,0,0.0,0,Body
Top Level Sectionboring is the new cool052,20.0,Helvetica-Bold,1,2,78.0,318.6000061035156,7,42,0,1.667,0,8.0,0,0.0,1,H1
strategic realignment. The data presented in,10.0,Helvetica,0,16,78.0,219.25,6,44,0,1.0,0,0.0,0,0.0,0,Body
Body fill paragraph,12.0,Helvetica,0,24,78.0,588.0999755859375,3,19,0,1.0,0,-1.0,0,1.0,0,Body
WHEN TO SUSPECT,11.98864459991455,Calibri-Bold,1,68,71.04000091552734,671.4000244140625,3,15,1,1.0,0,0.0,1,0.0,0,H2
Presentation-,11.98864459991455,Calibri-Bold,1,55,72.0,195.47998046875,1,13,0,1.0,0,0.0,1,0.0,0,H2
90.8%,10.0,Helvetica,0,26,454.4250183105469,641.25,1,5,0,1.0,1,0.0,0,0.0,0,Body
noted as it is an important indicator of level of jaundice and it,11.050495147705078,Calibri,0,24,150.72000122070312,304.20001220703125,13,65,0,1.0,0,0.0,0,0.0,0,Body
Day 1,25.920000076293945,ArialNarrow-BoldItalic,1,23,65.27047729492188,97.66121673583984,2,5,0,2.7,0,0.0,1,10.800000190734863,1,H1
8.5 Third Law of Motion,16.0,"Garamond,Bold",1,9,60.0,177.74908447265625,5,23,0,1.524,1,5.5,0,5.5,0,H1
BACTERIAL,11.98864459991455,Calibri,0,36,36.47999954223633,177.0,1,9,1,1.0,0,0.0,0,2.162363052368164,0,H3
AJIRNA,11.98864459991455,TimesNewRomanPS-BoldItalicMT,1,5,308.8800048828125,258.10662841796875,1,6,1,1.0,0,0.0,0,0.0,0,H1
Body fill paragraph.,12.0,Helvetica,0,48,78.0,227.10000610351562,3,20,0,1.0,0,0.0,0,0.0,0,Body
"solutions. It emphasizes a data-driven approach to decision-making, ensuring that all outcomes are",10.0,Helvetica,0,6,78.0,237.25,13,98,0,1.0,0,0.0,0,0.0,0,Body
PEDIATRIC SOLID TUMORS,13.906794548034668,Calibri-Bold,1,124,228.72000122070312,124.91998291015625,3,22,1,1.261,0,0.0,1,0.0,0,H1
"training materials, tent cards for learners’ names, enough tables and chairs, etc.",12.0,Cambria,0,27,90.00003051757812,297.05767822265625,12,82,0,1.0,0,0.0,0,0.0,0,Body
Deployment Case Studies,20.0,Helvetica,0,2,78.0,258.5,3,23,0,1.667,0,8.0,0,0.0,1,H1
Delta,10.0,Helvetica-Bold,1,10,510.375,80.30000305175781,1,5,0,1.0,0,0.0,0,0.0,0,Body
automation,10.0,Helvetica,0,36,161.3249969482422,345.25,1,10,0,1.0,0,0.0,0,0.0,0,Body
Cardiovascular Medicine Tenth ed: Elsevier Saunders; 2015. p. 891-933.,10.367745399475098,Calibri,0,140,93.5999984741211,695.6567993164062,9,70,0,1.0,0,0.0,0,0.0,1,Body
Adaptive Systems for Personalized Results,20.0,Helvetica,0,2,78.0,258.5,5,41,0,1.667,0,8.0,0,0.0,1,H1
Detailed Sub-Section #39268,12.0,Helvetica-Bold,1,12,78.0,101.16000366210938,3,27,0,1.2,0,-2.0,0,2.0,0,H3
Strategic Section #14647,14.0,Helvetica-Bold,1,20,78.0,77.0199966430664,3,24,0,1.4,0,5.0,0,2.0,0,H2
optimization.,10.0,Helvetica,0,34,324.0,183.25,1,13,0,1.0,0,0.0,0,-4.0,0,Body
2.2.1 Clustering Reliability Checks,14.0,Helvetica,0,9,78.0,200.9499969482422,4,35,0,1.167,1,2.0,0,2.0,0,H4
2025,10.0,Helvetica-Bold,1,10,330.8800048828125,226.3000030517578,1,4,0,1.0,1,0.0,0,0.0,0,Body
1.2.1 Sectionthe model accuracy is 99% 060,16.0,Helvetica-Oblique,0,4,78.0,116.87999725341797,7,42,0,1.333,1,-2.0,0,4.0,0,H3
markets.,10.0,Helvetica,0,31,324.0,629.25,1,8,0,1.0,0,0.0,0,0.0,0,Body
measurable and aligned with our core objectives of innovation and market leadership.,10.0,Helvetica,0,6,78.0,199.25,12,84,0,1.0,0,0.0,0,-2.0,0,Body
1.1.1 MATTER IS MADE UP OF PARTICLES,14.0,"Garamond,Bold",1,1,60.120033264160156,560.5303955078125,7,36,1,1.333,1,5.0,0,0.0,0,H2
Environmental Impact Analysis,20.0,Helvetica,0,2,78.0,258.5,3,29,0,1.667,0,8.0,0,0.0,1,H1
Situation 1,11.029544830322266,Calibri,0,22,72.0,544.43994140625,2,11,0,1.0,0,0.0,0,0.0,0,H3
•,12.0,Helvetica,0,26,78.0,233.10000610351562,1,1,0,1.2,0,2.0,0,2.0,0,Body
optimization.,10.0,Helvetica,0,8,78.0,367.25,1,13,0,1.0,0,0.0,0,2.0,0,Body
E-recruitment,12.0,"Times New Roman,Bold",1,66,108.05000305175781,223.4619903564453,1,13,0,1.0,0,0.0,0,0.0,0,H2
2.2 Major Subsection i love this work 045,18.0,Helvetica-BoldOblique,1,5,78.0,620.6859741210938,8,41,0,1.5,1,6.0,0,2.0,0,H2
Metrics #3982,14.0,Helvetica-BoldOblique,1,33,324.0,150.97799682617188,2,13,0,1.4,0,0.0,0,4.0,0,Body
"Screening, Diagnosis, Assessment, and Management of Primary Hypertension- Full Document",10.367745399475098,Calibri,0,94,93.5999984741211,747.2567749023438,10,87,0,0.92,0,0.0,0,0.0,1,Body
• Adversarial robustness assessed using three attacks.,12.0,Helvetica,0,31,78.0,193.10000610351562,7,54,0,1.0,0,0.0,0,0.0,0,Body
24,9.0,Helvetica,0,25,529.9920043945312,71.32499694824219,1,2,0,0.9,1,0.0,1,-5.0,0,Body
RELATIONAL CONSTRAINTS:,12.0,TimesNewRomanPS-BoldMT,1,49,107.99993896484375,585.7919311523438,2,23,1,1.0,0,0.0,0,0.0,0,H1
BASIC OPERATIONAL CONCEPTS,12.0,"Cambria,Bold",1,20,57.624000549316406,772.6776733398438,3,26,1,1.0,0,0.0,1,0.9600000381469727,0,H1
Top Level Section i love this work 071,20.0,Helvetica-Bold,1,2,78.0,270.6000061035156,8,38,0,1.667,0,8.0,0,0.0,1,H1
Data-166,10.0,Helvetica,0,9,325.635009765625,269.25,1,8,0,1.0,0,0.0,0,0.0,0,Body
a) Clinical Diagnosis:,11.98864459991455,Calibri,1,20,89.04000091552734,91.25997161865234,3,22,0,1.0,0,0.0,1,0.0,0,H4
A deep dive into our logistical operations,10.0,Helvetica,0,23,324.0,407.25,7,42,0,1.0,0,0.0,0,0.0,0,Body
1.1 Major Subsectionthe model takes a lot of time 058,18.0,Helvetica-BoldOblique,1,3,78.0,172.68600463867188,10,53,0,1.5,1,6.0,0,2.0,0,H2
Adaptation and adoption of recommendations,11.98864459991455,TimesNewRomanPS-BoldMT,1,22,72.0,72.10662841796875,5,42,0,1.0,0,0.0,1,0.0,0,H1
3.2 Action Recognition,18.0,Helvetica-BoldOblique,1,6,78.0,632.6859741210938,3,22,0,1.5,1,6.0,0,2.0,0,H2
Metric,10.0,Helvetica-Bold,1,23,331.4750061035156,582.2999877929688,1,6,0,1.0,0,2.0,0,0.0,0,Body
16.1 Regional Performance,14.0,Helvetica-BoldOblique,1,31,324.0,132.97799682617188,3,25,0,1.4,1,-4.0,0,0.0,0,Body
Content pledge,16.0,HelveticaNeue-Light,0,32,72.0,252.5279998779297,2,14,0,1.6,0,0.0,1,2.0,1,H1
Body fill paragraph.,12.0,Helvetica,0,37,78.0,257.1000061035156,3,20,0,1.0,0,0.0,0,0.0,0,Body
2.2.1 Section this batch is fucking awesome dude my g 084,16.0,Helvetica-Oblique,0,6,78.0,564.8800048828125,11,57,0,1.333,1,-2.0,0,4.0,0,H3
• No personally identifiable data were processed.,12.0,Helvetica,0,24,78.0,288.1000061035156,7,49,0,1.0,0,0.0,0,0.0,0,Body
Top Level Sectioni am bored and fucked004,20.0,Helvetica-Bold,1,2,78.0,222.60000610351562,7,41,0,1.667,0,8.0,0,0.0,1,H1
This briefing details our year-over-year growth,10.0,Helvetica,0,1,324.0,252.25,6,47,0,1.0,0,0.0,0,0.0,0,Body
• No personally identifiable data were processed.,12.0,Helvetica,0,28,78.0,260.1000061035156,7,49,0,1.0,0,-6.0,0,0.0,0,Body
Lessons Derived from Experimentation,20.0,Helvetica,0,2,78.0,108.5,4,36,0,1.667,0,8.0,0,0.0,1,H1
Binary Coded Decimal (BCD) code,12.0,"Cambria,Bold",1,42,57.624000549316406,533.82763671875,5,31,0,1.0,0,0.0,1,0.0,0,H2
2.2.1.1 Split Generation for Test Cases,12.0,Helvetica,0,9,78.0,615.0999755859375,6,39,0,1.0,1,0.0,0,0.0,0,Body
learning rates. (paragraph 95),12.0,Helvetica,0,17,78.0,95.0999984741211,4,30,0,1.0,0,0.0,0,0.0,0,Body
Table 15: A summary of key performance indicators.,8.0,Helvetica-BoldOblique,1,12,335.635986328125,187.41600036621094,8,50,0,0.8,0,-2.0,0,-2.0,0,Body
automation,10.0,Helvetica,0,7,407.32501220703125,207.25,1,10,0,1.0,0,0.0,0,0.0,0,Body
Top Level Sectioni am bored and fucked003,20.0,Helvetica-Bold,1,2,78.0,222.60000610351562,7,41,0,1.667,0,8.0,0,0.0,1,H1
next-generation products.,10.0,Helvetica,0,31,324.0,662.25,2,25,0,1.0,0,0.0,0,0.0,0,Body
1.1 Major Subsectionthis task is boring077,18.0,Helvetica-BoldOblique,1,3,78.0,220.68600463867188,6,42,0,1.5,1,6.0,0,2.0,0,H2
2.2.1 Sectionthe model accuracy is 99% 080,16.0,Helvetica-Oblique,0,5,78.0,612.8800048828125,7,42,0,1.333,1,-2.0,0,4.0,0,H3
Topology,12.610512733459473,Times-Bold,1,8,55.079978942871094,251.6712646484375,1,8,0,1.08,0,0.9340181350708008,1,0.9340181350708008,0,H2
1.1.1 Sectionthe model takes a lot of time 002,16.0,Helvetica-Oblique,0,3,78.0,212.8800048828125,9,46,0,1.333,1,-2.0,0,4.0,0,H3
contributing factors.,10.0,Helvetica,0,11,324.0,275.25,2,21,0,1.0,0,0.0,0,0.0,0,Body
VI. WHO DOES WHAT? AND TIMELINES,14.048500061035156,Calibri-Bold,1,55,97.68000030517578,206.01353454589844,6,32,1,1.247,0,2.779205322265625,0,0.9761056900024414,0,H2
Deployment Strategies,20.0,Helvetica,0,2,78.0,108.5,2,21,0,1.667,0,8.0,0,0.0,1,H1
1.1 Major Subsectionboring is the new cool066,18.0,Helvetica-BoldOblique,1,3,78.0,172.68600463867188,7,45,0,1.5,1,6.0,0,2.0,0,H2
Body fill paragraph,12.0,Helvetica,0,40,78.0,103.0999984741211,3,19,0,1.0,0,1.0,0,-8.0,0,Body
1.1.1 Sectionthe model accuracy is 99% 013,16.0,Helvetica-Oblique,0,3,78.0,212.8800048828125,7,42,0,1.333,1,-2.0,0,4.0,0,H3
4.2 Major Subsectionboring is the new cool057,18.0,Helvetica-BoldOblique,1,10,78.0,76.68600463867188,7,45,0,1.5,1,0.0,1,2.0,0,Body
Detailed Sub-Section #15595,12.0,Helvetica-Bold,1,10,78.0,101.16000366210938,3,27,0,1.2,0,-2.0,0,2.0,0,Body
cost.,12.0,Helvetica,0,5,78.0,327.1000061035156,1,5,0,1.0,0,0.0,0,-4.0,0,Body
to training data. (paragraph 106),12.0,Helvetica,0,6,78.0,631.0999755859375,5,33,0,1.0,0,0.0,0,-6.0,0,Body
Hypertension in pregnancy/Preeclampsia,13.906794548034668,Calibri-Bold,1,87,174.72000122070312,74.760009765625,3,38,0,1.16,0,0.0,1,1.9181499481201172,1,H1
•,12.0,Helvetica,0,15,78.0,195.10000610351562,1,1,0,1.2,0,2.0,0,2.0,0,Body
optimization.,10.0,Helvetica,0,4,324.0,246.25,1,13,0,1.0,0,0.0,0,2.0,0,Body
SKIN AND SOFT TISSUE LESIONS,13.906794548034668,Calibri-Bold,1,61,213.83999633789062,74.760009765625,5,28,1,1.261,0,0.0,1,2.8772497177124023,0,H1
Guidelines-and-Tools/default.aspx,8.5,Gotham-Medium,0,73,131.68409729003906,583.5657348632812,1,33,0,1.0,0,0.0,0,0.0,0,Body
1.2.1 Sparsity Constraint Helper List,12.0,Helvetica,0,5,78.0,77.0999984741211,5,37,0,1.0,1,0.0,1,0.0,0,H6
Table 16 provides a granular view of the,10.0,Helvetica,0,17,78.0,105.25,8,40,0,1.0,0,0.0,0,0.0,0,Body
Body fill paragraph,12.0,Helvetica,0,38,78.0,370.1000061035156,3,19,0,1.0,0,0.0,0,1.0,0,Body
"V) Optimal Diagnostic Criteria, Investigations, Treatment & Referral criteria",11.98864459991455,Calibri-Bold,1,79,71.04000091552734,276.6567077636719,9,77,0,1.0,0,0.0,1,0.0,0,H2
Table 16: A summary of key performance indicators.,8.0,Helvetica-BoldOblique,1,13,335.635986328125,505.416015625,8,50,0,0.8,0,-2.0,0,-2.0,0,Body
•,12.0,Helvetica,0,4,78.0,309.1000061035156,1,1,0,1.2,0,2.0,0,2.0,0,Body
Value A,10.0,Helvetica-Bold,1,26,146.66000366210938,294.29998779296875,2,7,0,1.0,0,0.0,0,0.0,0,Body
VII. Guidelines for the management of Breakthrough Pain (BTP) in cancer,11.98864459991455,Calibri-Bold,1,59,71.04000091552734,71.45672607421875,11,71,0,1.0,0,0.0,1,0.0,0,H2
HAEMORRHOIDS,11.029544830322266,Calibri-Bold,1,40,267.1199951171875,74.27999877929688,1,12,1,1.0,0,0.0,1,0.0,1,H1
2.2 Major Subsectionthe model accuracy is 99% 066,18.0,Helvetica-BoldOblique,1,5,78.0,488.6860046386719,8,49,0,1.5,1,6.0,0,2.0,0,H2
PREFACE,18.0,AGaramondPro-Bold,1,7,157.79110717773438,91.26880645751953,1,7,1,1.5,0,0.0,1,6.0,1,H1
Top Level Section i love this work 074,20.0,Helvetica-Bold,1,2,78.0,318.6000061035156,8,38,0,1.667,0,8.0,0,0.0,1,H1
2.2.2 Section the next batch for pdfs headings 080,16.0,Helvetica-Oblique,0,5,78.0,612.8800048828125,9,50,0,1.333,1,4.0,0,4.0,0,H3
81.6%,10.0,Helvetica,0,35,150.8249969482422,553.25,1,5,0,1.0,1,0.0,0,0.0,0,Body
85.4%,10.0,Helvetica,0,30,454.4250183105469,685.25,1,5,0,1.0,1,0.0,0,0.0,0,Body
Value A,10.0,Helvetica-Bold,1,27,392.6600036621094,269.29998779296875,2,7,0,1.0,0,0.0,0,0.0,0,Body
1.2 Major Subsectionboring is the new cool027,18.0,Helvetica-BoldOblique,1,3,78.0,536.6859741210938,7,45,0,1.5,1,6.0,0,2.0,0,H2
1.2.1 Section this batch is fucking awesome dude my g 036,16.0,Helvetica-Oblique,0,3,78.0,624.8800048828125,11,57,0,1.333,1,-2.0,0,4.0,0,H3
incentives and bonus to encourage employees etc.,12.0,Bookman Old Style,0,36,72.02400207519531,457.0772399902344,7,48,0,1.0,0,0.0,0,0.0,0,Body
